Groserias,Vulgar,Ofensivo,clean_tweet
"Un vecino me contó que su hermano era prácticamente indigente, su mamá le heredó su humilde casa, ahora se queja de que hay que pagar servicios e impuestos, dice que su mamá lo perjudicó 🤦🏽‍♀️
Pobre mujer que murió sin darse cuenta que su hijo tenia sólo lo que se merecía.",0,0,"Un vecino me contó que su hermano era prácticamente indigente, su mamá le heredó su humilde casa, ahora se queja de que hay que pagar servicios e impuestos, dice que su mamá lo perjudicó 🤦🏽‍♀️
Pobre mujer que murió sin darse cuenta que su hijo tenia sólo lo que se merecía."
"#EnFotos📸|| Acto conmemorativo por el Día Internacional de la Mujer Indígena este  #5Sep, en el que nuestra ministra @d_guzmanl junto a la ministra @CLARAVIDALV y la ministra @_LaAvanzadora rinde homenaje.
#A3MesesDelSecuestroDelAvión https://t.co/QaNfAsaZyN",0,0,"#EnFotos📸|| Acto conmemorativo por el Día Internacional de la Mujer Indígena este  #5Sep, en el que nuestra ministra @d_guzmanl junto a la ministra @CLARAVIDALV y la ministra @_LaAvanzadora rinde homenaje.
#A3MesesDelSecuestroDelAvión https://t.co/QaNfAsaZyN"
@ursuvargues Jajajajajajajjajajajajajajqjajjqjqjq mujer de izquierda jajajajajajajajajjaja no doy más jajajajajajjajajaja es espectacular!!!!!! Jajajajajaja de izquierda ajjajajajajajajajajajaja por dios no puedo más jajajajajjajajajajajaj TILINGAAAAAAAAAAAAAA jajajaajaajajajajjaja,0,0,@ursuvargues Jajajajajajajjajajajajajajqjajjqjqjq mujer de izquierda jajajajajajajajajjaja no doy más jajajajajajjajajaja es espectacular!!!!!! Jajajajajaja de izquierda ajjajajajajajajajajajaja por dios no puedo más jajajajajjajajajajajaj TILINGAAAAAAAAAAAAAA jajajaajaajajajajjaja
sin duda fuiste escrito por una mujer,0,0,sin duda fuiste escrito por una mujer
"Kilos, Kilos y kilos de razón (en esta expresión) de esta...mujer. https://t.co/qDtwSY8mFE",0,0,"Kilos, Kilos y kilos de razón (en esta expresión) de esta...mujer. https://t.co/qDtwSY8mFE"
@marinamuimui Eres un arte mujer 🌹🌹🌹🌹🌹🌹😚😘,0,0,@marinamuimui Eres un arte mujer 🌹🌹🌹🌹🌹🌹😚😘
@EliasCallesK @LillyTellez Tu lo haz dicho a la mujer no a esta espécimen y basofia,0,1,@EliasCallesK @LillyTellez Tu lo haz dicho a la mujer no a esta espécimen y basofia
"Una mujer que sabía leer y escribir en 1820 en Honduras, no era cualquiera.
El papel de la mujer en los procesos de independencia ha sido poco estudiado, pero si se documento la labor que desarrollaron en este proceso. #HistoriadeHonduras https://t.co/8iFiPxgGr2",0,0,"Una mujer que sabía leer y escribir en 1820 en Honduras, no era cualquiera.
El papel de la mujer en los procesos de independencia ha sido poco estudiado, pero si se documento la labor que desarrollaron en este proceso. #HistoriadeHonduras https://t.co/8iFiPxgGr2"
"El perfil de la primera mujer que asume la dirección de ⁦@IIJUNAM⁩ 👇🏼
Mónica González Contró asume cargo como nueva directora del IIJ de la UNAM. https://t.co/RxEexWSApi https://t.co/JXVcgbfCaN",0,0,"El perfil de la primera mujer que asume la dirección de ⁦@IIJUNAM⁩ 👇🏼
Mónica González Contró asume cargo como nueva directora del IIJ de la UNAM. https://t.co/RxEexWSApi https://t.co/JXVcgbfCaN"
"@loriengraniel Bebé, eres la mujer más exitosa del mundo, no hay nada que pueda más que tú, y si a veces debemos sentarnos y descansar un poco pero eres fuerte",0,0,"@loriengraniel Bebé, eres la mujer más exitosa del mundo, no hay nada que pueda más que tú, y si a veces debemos sentarnos y descansar un poco pero eres fuerte"
@luminiux Eres una hermosura de mujer,0,0,@luminiux Eres una hermosura de mujer
"@macho_cabrio Su pinche carisma complementa todos los atributos que mencionas, insisto es adorable por todos sus ángulos, ahí si que como dice Luismi “qué nivel de mujer”",0,0,"@macho_cabrio Su pinche carisma complementa todos los atributos que mencionas, insisto es adorable por todos sus ángulos, ahí si que como dice Luismi “qué nivel de mujer”"
"@roadto2022es Yo no levanto la mano, es más, si yo fuera mujer o con alguna orientación sexual me la pensaba.",0,0,"@roadto2022es Yo no levanto la mano, es más, si yo fuera mujer o con alguna orientación sexual me la pensaba."
q mujer x2 🥰 https://t.co/ZRYQq58SMX,0,0,q mujer x2 🥰 https://t.co/ZRYQq58SMX
@LillyTellez Estoy indicando por qué siempre hay que respetar a la mujer aún que sea como @LillyTellez o @tatclouthier o @Claudiashein  o @_VicenteSerrano o @JLozanoA o @pedroferriz3  todas son mujeres sean como sean hay que respetar carajo!!,1,0,@LillyTellez Estoy indicando por qué siempre hay que respetar a la mujer aún que sea como @LillyTellez o @tatclouthier o @Claudiashein  o @_VicenteSerrano o @JLozanoA o @pedroferriz3  todas son mujeres sean como sean hay que respetar carajo!!
"@ElTibuRayado @NAQC74 @KennedyViviana Exacto, creo que parte de la libertad es que la mujer haga lo que más le convenga... en lo personal preferí quedarme en casa para evitar gastos extras qué consideraba irían a ser mayores qué las ganancias (guardería, materiales, transporte, etc..), y me juzgaron horrible....",0,0,"@ElTibuRayado @NAQC74 @KennedyViviana Exacto, creo que parte de la libertad es que la mujer haga lo que más le convenga... en lo personal preferí quedarme en casa para evitar gastos extras qué consideraba irían a ser mayores qué las ganancias (guardería, materiales, transporte, etc..), y me juzgaron horrible...."
"@catrina_nortena @CitlaHM La senadora Citla, no debería ni detenerse a escuchar a esa mujer.",0,0,"@catrina_nortena @CitlaHM La senadora Citla, no debería ni detenerse a escuchar a esa mujer."
#Nacional ǀ 😡 Denuncian a hombre que se hace pasar por empleado de #CFE por meterse a la casa de una mujer y abusar de ella https://t.co/W7ZWztahDq https://t.co/guJWxdUTHI,0,0,#Nacional ǀ 😡 Denuncian a hombre que se hace pasar por empleado de #CFE por meterse a la casa de una mujer y abusar de ella https://t.co/W7ZWztahDq https://t.co/guJWxdUTHI
"La mujer salió de su casa, luego la subieron por la fuerza en un vehículo, luego de varios días de cautiverio escapó y la rescató la policía. https://t.co/HIH2Za1YYv",0,0,"La mujer salió de su casa, luego la subieron por la fuerza en un vehículo, luego de varios días de cautiverio escapó y la rescató la policía. https://t.co/HIH2Za1YYv"
"@REVOLVERA_ A mi igual, pura mujer voluptuosa que invierte en crypto 🤔",0,0,"@REVOLVERA_ A mi igual, pura mujer voluptuosa que invierte en crypto 🤔"
"Yo no estoy de acuerdo. Antes de ser madre, soy mujer. ¿Cómo puedo ser buena madre si no soy una buena mujer? Y con buena no me refiero en relación a otros, sino a mi misma. Responsable, feliz, plena, consciente. https://t.co/J77fUBCfrw",0,0,"Yo no estoy de acuerdo. Antes de ser madre, soy mujer. ¿Cómo puedo ser buena madre si no soy una buena mujer? Y con buena no me refiero en relación a otros, sino a mi misma. Responsable, feliz, plena, consciente. https://t.co/J77fUBCfrw"
"@riveron72 @MrLotario @Letamaya Que mujer tan nefasta 
Que miserable aceptar un puesto para el que no está calificada claramente",0,1,"@riveron72 @MrLotario @Letamaya Que mujer tan nefasta 
Que miserable aceptar un puesto para el que no está calificada claramente"
"Señores, una mujer halagando mi voz es una vaina muy 😌😌😌😌",0,0,"Señores, una mujer halagando mi voz es una vaina muy 😌😌😌😌"
Privilegios de ser bonita y de ser mujer,0,0,Privilegios de ser bonita y de ser mujer
"@Milenio Acuérdense que todo se le cae a esa pobre mujer, primero fue el Rébsamen y después la L12.",0,0,"@Milenio Acuérdense que todo se le cae a esa pobre mujer, primero fue el Rébsamen y después la L12."
"➡️ Como parte de la conmemoración por el Día Internacional de la Mujer Indígena,👩🏽🏵️ realizamos diversas actividades en sedes simultáneas de los municipios de Naranjos, Espinal, Altotonga, Mixtla de Altamirano, Acayucan, Ixhuatlán del Sureste.🙌🏻 https://t.co/q4YoogwcFi",0,0,"➡️ Como parte de la conmemoración por el Día Internacional de la Mujer Indígena,👩🏽🏵️ realizamos diversas actividades en sedes simultáneas de los municipios de Naranjos, Espinal, Altotonga, Mixtla de Altamirano, Acayucan, Ixhuatlán del Sureste.🙌🏻 https://t.co/q4YoogwcFi"
"Mi tía Chui está desaparecida, es una mujer de 100 años de edad 🥺💜 difusión para ayudar a encontrarla 😔🙏 https://t.co/FZhgxgN2qP",0,0,"Mi tía Chui está desaparecida, es una mujer de 100 años de edad 🥺💜 difusión para ayudar a encontrarla 😔🙏 https://t.co/FZhgxgN2qP"
@mxgxw_gamma @AliciaArevalo_ Lo que no se entiende porqué a los troles del gobierno nadie los prosesa por difamación amenazas de muerte ofensas en contra de la mujer y tantas cosas más ojalá muy pronto puedan caer porque José youtubers siempre ha echo eso la Britany y muchos más que defienden este gobierno,0,0,@mxgxw_gamma @AliciaArevalo_ Lo que no se entiende porqué a los troles del gobierno nadie los prosesa por difamación amenazas de muerte ofensas en contra de la mujer y tantas cosas más ojalá muy pronto puedan caer porque José youtubers siempre ha echo eso la Britany y muchos más que defienden este gobierno
"#Internacional | Una mujer perdió la vida y otras nueve se encuentran desaparecidas luego que el hidroavión en el que se transportaban se estrellara el domingo al norte de Seattle, detalló la Guardia Costera estadounidense.
https://t.co/ZUrMubza2H",0,0,"#Internacional | Una mujer perdió la vida y otras nueve se encuentran desaparecidas luego que el hidroavión en el que se transportaban se estrellara el domingo al norte de Seattle, detalló la Guardia Costera estadounidense.
https://t.co/ZUrMubza2H"
"Yo sólo veo a una mujer a quién agentes externos (ONGs y orgs. de Izq. extranjeras) han “preparado” para liderar una organización (CODECA) q tb han financiado , para provocar conflictividad en 🇬🇹 , y así mismo, robar EE con total impunidad. Delincuente sin legitimidad.🤔❤️🇬🇹 https://t.co/pCyuAmSZ9d",0,0,"Yo sólo veo a una mujer a quién agentes externos (ONGs y orgs. de Izq. extranjeras) han “preparado” para liderar una organización (CODECA) q tb han financiado , para provocar conflictividad en 🇬🇹 , y así mismo, robar EE con total impunidad. Delincuente sin legitimidad.🤔❤️🇬🇹 https://t.co/pCyuAmSZ9d"
"@CarlosAJimnez4 Se criticó mucho las formas en que Leonardo Curzio menciono que no era la persona idonea, pero no es más que la verdad, me parece que el presidente se equivocó, si quería una mujer en ese cargo Raquel Sosa me parecía una mejor opción",0,0,"@CarlosAJimnez4 Se criticó mucho las formas en que Leonardo Curzio menciono que no era la persona idonea, pero no es más que la verdad, me parece que el presidente se equivocó, si quería una mujer en ese cargo Raquel Sosa me parecía una mejor opción"
@LaChiquisYareli @LillyTellez ¿tu de verdad eres mujer?,0,0,@LaChiquisYareli @LillyTellez ¿tu de verdad eres mujer?
@ccamacho88 O sea no hay que criticar que es un majadero lepero con una mujer? Qué pedo,1,1,@ccamacho88 O sea no hay que criticar que es un majadero lepero con una mujer? Qué pedo
@juliamolinaro01 @dev4stad0 @luciatorijas Pena me daría decir eso cuando le estás diciendo a una mujer q se quite la roña… mi amiga se ducha dos veces al día x cierto,0,0,@juliamolinaro01 @dev4stad0 @luciatorijas Pena me daría decir eso cuando le estás diciendo a una mujer q se quite la roña… mi amiga se ducha dos veces al día x cierto
"#ElPoderDeLaVerdad 🔥| Perito no revisó pruebas y fiscal dejó libre a uno que amenazó de muerte a mujer, denuncian. Eran mensajes que estaban en el teléfono; perito alegó que hacía falta orden de juez.
https://t.co/pBviSLFfhH
#ChécaloEnAlCalor https://t.co/KPNfr0Q5DL",0,0,"#ElPoderDeLaVerdad 🔥| Perito no revisó pruebas y fiscal dejó libre a uno que amenazó de muerte a mujer, denuncian. Eran mensajes que estaban en el teléfono; perito alegó que hacía falta orden de juez.
https://t.co/pBviSLFfhH
#ChécaloEnAlCalor https://t.co/KPNfr0Q5DL"
"Que difícil el papel de la Mujer en el Sector Energético, tienes que pelear muchísimo para que crean en ti.",0,0,"Que difícil el papel de la Mujer en el Sector Energético, tienes que pelear muchísimo para que crean en ti."
"Su supuesta postura es para lo que le conviene, las voces femeninas críticas no le merecen respeto ni valor, por tanto de feminista nada, ¿dónde. Queda el respeto por la mujer y por la prensa libre? #todaslasmujeres #NoALaMilitarizacion
#Tde4a
#morenamisogina
#morenacensura https://t.co/eKEUr0OmSa",0,0,"Su supuesta postura es para lo que le conviene, las voces femeninas críticas no le merecen respeto ni valor, por tanto de feminista nada, ¿dónde. Queda el respeto por la mujer y por la prensa libre? #todaslasmujeres #NoALaMilitarizacion
#Tde4a
#morenamisogina
#morenacensura https://t.co/eKEUr0OmSa"
"Pero si no le dije ninguna grosería, solo le dije que era una mujer escrita por hombres, nada más.",0,0,"Pero si no le dije ninguna grosería, solo le dije que era una mujer escrita por hombres, nada más."
"Conoce más sobre Elizabeth Truss, Primera Ministra del Reino Unido y tercera mujer en dicho país en ocupar el cargo. Este 6 de septiembre recibió el encargo formal por parte de la Reina Isabel II. https://t.co/iBasC2TtaR",0,0,"Conoce más sobre Elizabeth Truss, Primera Ministra del Reino Unido y tercera mujer en dicho país en ocupar el cargo. Este 6 de septiembre recibió el encargo formal por parte de la Reina Isabel II. https://t.co/iBasC2TtaR"
@LillyTellez Todos esos hombres que defienden a Lilly Téllez en algún momento han insultado a una mujer. Y ahora se hacen los santos.,0,0,@LillyTellez Todos esos hombres que defienden a Lilly Téllez en algún momento han insultado a una mujer. Y ahora se hacen los santos.
"@latinus_us @vampipe Hace 25 años llegó un día mi papá a presentarme a “su novia” (ya separado de mi madre):
- mira hijo, te presento a Alta, ella es maestra, es una mujer preparada.
-Hola cómo estás? -dijo, estirando la mano. 
Con 3 palabras me di cuenta que era una chuntara ranchera. 1/2",0,0,"@latinus_us @vampipe Hace 25 años llegó un día mi papá a presentarme a “su novia” (ya separado de mi madre):
- mira hijo, te presento a Alta, ella es maestra, es una mujer preparada.
-Hola cómo estás? -dijo, estirando la mano. 
Con 3 palabras me di cuenta que era una chuntara ranchera. 1/2"
"Tipo, si es mujer y la mayoría quería hombre (porque hasta hacen votaciones) ¿cómo se sentiría esa chavita cuando vea que nadie deseaba que fuera lo que es y que además hasta se enojarán, porque muchos se enojan. No le encuentro sentido y son horribles",0,0,"Tipo, si es mujer y la mayoría quería hombre (porque hasta hacen votaciones) ¿cómo se sentiría esa chavita cuando vea que nadie deseaba que fuera lo que es y que además hasta se enojarán, porque muchos se enojan. No le encuentro sentido y son horribles"
"Si eres hombre, que tengas una linda semana, si eres mujer, deja de mentir tanto.",0,0,"Si eres hombre, que tengas una linda semana, si eres mujer, deja de mentir tanto."
@Casandra20222 Muy buenas tardes hermosa mujer saludos,0,0,@Casandra20222 Muy buenas tardes hermosa mujer saludos
Las mujeres bajitas lucirán una silueta más favorecedora si optan por dejar de lado estos malos hábitos al momento de usar sus tenis. https://t.co/VvJn3OigpT,0,0,Las mujeres bajitas lucirán una silueta más favorecedora si optan por dejar de lado estos malos hábitos al momento de usar sus tenis. https://t.co/VvJn3OigpT
@94j9ds @Nobax_117 @Kenultimate23 Gentuza impresentable que no entiende qué es el gamepass,0,0,@94j9ds @Nobax_117 @Kenultimate23 Gentuza impresentable que no entiende qué es el gamepass
